Accrued Expense,Adopted,Agency,CBnum,Budget Code,Budget Name,Cash Expense,Department,Encumbered,Expense Category,Modified,Post Adjustments,Pre-Encumbered,Year
0,0,Queens Community Board # 9,409,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,TRAINING PRGM CITY EMPLOYEES,0,0,0,2021
0,0,Queens Community Board # 12,412,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,BACKPAY - PRIOR YEARS,0,0,0,2021
0,0,Queens Community Board # 9,409,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,DATA PROCESSING EQUIPMENT,0,0,0,2021
0,0,Queens Community Board # 11,411,4000,RENT,0,RENT,0,OTPS HOLDING CODE,0,0,0,2021
0,0,Queens Community Board # 9,409,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OFFICE FURITURE,0,0,0,2021
0,0,Queens Community Board # 9,409,6666,DGS CODE-INFLATION ADJ.,0,PERSONAL SERVICES,0,PAYROLL REFUND,0,0,0,2021
0,0,Queens Community Board # 11,411,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PRINTING SUPPLIES,0,0,0,2021
0,0,Queens Community Board # 8,408,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OTHER EXPENSES - GENERAL,0,0,0,2021
0,0,Queens Community Board # 11,411,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,SALARY ADJUSTMENTS LABOR RSRVE,0,0,0,2021
0,0,Queens Community Board # 7,407,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PROF SERV OTHER,0,0,0,2021
0,0,Queens Community Board # 7,407,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PURCH DATA PROCESSING EQUIPT,0,0,0,2021
0,0,Queens Community Board # 7,407,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,DATA PROCESSING SUPPLIES,0,0,0,2021
0,0,Queens Community Board # 10,410,6666,DGS CODE-INFLATION ADJ.,0,PERSONAL SERVICES,0,AMOUNT TO BE SCHEDULED-PS,0,0,0,2021
0,0,Queens Community Board # 6,406,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,PROF SERV OTHER,0,0,0,2021
0,0,Queens Community Board # 9,409,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,OTHER EXPENSES - GENERAL,0,0,0,2021
0,1500,Queens Community Board # 6,406,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,CONTRACTUAL SERVICES-GENERAL,0,0,0,2021
0,0,Queens Community Board # 9,409,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,NON OVERNIGHT TRVL EXP-SPECIAL,0,0,0,2021
0,0,Queens Community Board # 9,409,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OFFICE EQUIPMENT,0,0,0,2021
0,0,Queens Community Board # 5,405,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,PRINTING CONTRACTS,0,0,0,2021
0,0,Staten Island Community Board # 3,503,P002,FINANCIAL PLAN SAVINGS,0,OTHER THAN PERSONAL SERVICES,0,OTHER EXPENSES - GENERAL,0,0,0,2021
0,0,Queens Community Board # 9,409,9999,DEFAULT CODE,0,PERSONAL SERVICES,0,ADD GROSS(& FRINGES) HOLD CODE,0,0,0,2021
0,0,Queens Community Board # 5,405,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,OTHER EXPENSES - GENERAL,0,0,0,2021
0,0,Staten Island Community Board # 3,503,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,TRAINING PRGM CITY EMPLOYEES,0,0,0,2021
0,0,Queens Community Board # 8,408,2000,HEVESI INITIATIVE,0,OTHER THAN PERSONAL SERVICES,0,FIXED CHARGES - GENERAL,0,0,0,2021
0,0,Staten Island Community Board # 2,502,6666,DGS CODE-INFLATION ADJ.,0,OTHER THAN PERSONAL SERVICES,0,OTHER EXPENSES - GENERAL,0,0,0,2021
0,0,Queens Community Board # 8,408,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,CLEANING SERVICES,0,0,0,2021
0,0,Queens Community Board # 8,408,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PROF SERV OTHER,0,0,0,2021
0,0,Staten Island Community Board # 1,501,4000,RENT,0,RENT,0,PROMPT PAYMENT INTEREST,0,0,0,2021
0,0,Staten Island Community Board # 1,501,4000,RENT,0,RENT,0,CONTRACTUAL SERVICES-GENERAL,0,0,0,2021
0,0,Queens Community Board # 8,408,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,INSTRUCTIONL EQUIPMNT-BOE ONLY,0,0,0,2021
0,0,Queens Community Board # 7,407,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,PURCH DATA PROCESSING EQUIPT,0,0,0,2021
0,0,Queens Community Board # 7,407,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OTPS HOLDING CODE,0,0,0,2021
0,0,Queens Community Board # 7,407,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,DATA PROCESSING EQUIPMENT,0,0,0,2021
0,0,Queens Community Board # 7,407,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,REGULAR GROSS HOLDING CODE,0,0,0,2021
0,0,Queens Community Board # 6,406,P001,FINANCIAL PLAN SAVINGS,0,PERSONAL SERVICES,0,FULL YEAR POSITIONS,0,0,0,2021
0,0,Queens Community Board # 5,405,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,PRINTING SUPPLIES,0,0,0,2021
0,0,Queens Community Board # 5,405,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,TELECOMMUNICATIONS MAINT,0,0,0,2021
0,0,Queens Community Board # 5,405,P001,FINANCIAL PLAN SAVINGS,0,PERSONAL SERVICES,0,FULL YEAR POSITIONS,0,0,0,2021
0,0,Queens Community Board # 4,404,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,SECURITY EQUIPMENT,0,0,0,2021
0,500,Queens Community Board # 4,404,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,DATA PROCESSING EQUIPMENT,0,0,0,2021
0,0,Brooklyn Community Board # 14,314,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PROF SERV OTHER,0,0,0,2021
0,0,Brooklyn Community Board # 14,314,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OFFICE EQUIPMENT,0,0,0,2021
0,0,Brooklyn Community Board # 13,313,2000,GROSSMAN BAND,0,OTHER THAN PERSONAL SERVICES,0,PROF SERV OTHER,0,0,0,2021
0,0,Brooklyn Community Board # 13,313,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,302.49,NON OVERNIGHT TRVL EXP-GENERAL,0,0,0,2021
0,0,Brooklyn Community Board # 13,313,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,10.45,PURCH DATA PROCESSING EQUIPT,0,0,0,2021
0,0,Brooklyn Community Board # 11,311,6666,DGS CODE-INFLATION ADJ.,0,PERSONAL SERVICES,0,BONUS PAYMENTS,0,0,0,2021
0,0,Brooklyn Community Board # 11,311,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,PART-TIME POSITIONS,0,0,0,2021
0,0,Brooklyn Community Board # 10,310,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,CONTRACTUAL SERVICES GENERAL,0,0,0,2021
0,0,Brooklyn Community Board # 10,310,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PAY FOR SURETY BOND/INSUR PREM,0,0,0,2021
0,0,Brooklyn Community Board # 10,310,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,FIXED CHARGES - GENERAL,0,0,0,2021
0,1000,Brooklyn Community Board # 10,310,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,POSTAGE,0,0,0,2021
0,0,Brooklyn Community Board # 10,310,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,PY SHIFT DIFFERENTIAL,0,0,0,2021
0,0,Brooklyn Community Board # 9,309,1000,OPERATIONS,0,OTHER THAN PERSONAL SERVICES,0,PRINTING SUPPLIES,0,0,0,2021
0,0,Brooklyn Community Board # 1,301,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,OTHER EXPENSES - GENERAL,0,0,0,2021
0,0,Brooklyn Community Board # 1,301,1000,OPERATIONS,0,OTHER THAN PERSONAL SERVICES,0,OFFICE FURITURE,0,0,0,2021
0,0,Brooklyn Community Board # 1,301,1000,OPERATIONS,0,OTHER THAN PERSONAL SERVICES,0,EQUIPMENT GENERAL,0,0,0,2021
0,60,Brooklyn Community Board # 1,301,1000,OPERATIONS,0,OTHER THAN PERSONAL SERVICES,0,DATA PROCESSING SUPPLIES,0,0,0,2021
0,0,Queens Community Board # 14,414,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PROMPT PAYMENT INTEREST,0,0,0,2021
0,0,Queens Community Board # 13,413,4000,RENT,0,RENT,0,HEAT LIGHT & POWER,0,0,0,2021
0,0,Queens Community Board # 13,413,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,OFFICE EQUIPMENT,0,0,0,2021
0,0,Queens Community Board # 13,413,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,SUPPLIES + MATERIALS - GENERAL,0,0,0,2021
0,0,Queens Community Board # 13,413,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OTPS HOLDING CODE,0,0,0,2021
0,0,Queens Community Board # 13,413,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OFFICE EQUIPMENT MAINTENANCE,0,0,0,2021
0,0,Queens Community Board # 13,413,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,SUPPLIES + MATERIALS - GENERAL,0,0,0,2021
0,500,Queens Community Board # 12,412,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,TELECOMMUNICATIONS MAINT,0,0,0,2021
0,0,Queens Community Board # 12,412,6666,DGS CODE-INFLATION ADJ.,0,PERSONAL SERVICES,0,BONUS- NONPENSIONABLE,0,0,0,2021
0,0,Queens Community Board # 11,411,6666,DGS CODE-INFLATION ADJ.,0,OTHER THAN PERSONAL SERVICES,0,PROMPT PAYMENT INTEREST,0,0,0,2021
0,0,Queens Community Board # 11,411,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,MAINT & REP GENERAL,0,0,0,2021
0,0,Queens Community Board # 11,411,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OFFICE SERVICES,0,0,0,2021
0,0,Queens Community Board # 10,410,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,CONTRACTUAL SERVICES GENERAL,0,0,0,2021
0,0,Queens Community Board # 10,410,9999,DEFAULT CODE,0,PERSONAL SERVICES,0,ADD GROSS(& FRINGES) HOLD CODE,0,0,0,2021
0,0,Queens Community Board # 9,409,6666,DGS CODE-INFLATION ADJ.,0,PERSONAL SERVICES,0,BONUS PAYMENTS,0,0,0,2021
0,0,Queens Community Board # 8,408,6666,DGS CODE-INFLATION ADJ.,0,OTHER THAN PERSONAL SERVICES,0,OTHER EXPENSES - GENERAL,0,0,0,2021
0,0,Queens Community Board # 8,408,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,173,RENTALS OF MISC.EQUIP,0,0,0,2021
0,0,Queens Community Board # 8,408,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PROMPT PAYMENT INTEREST,0,0,0,2021
0,0,Queens Community Board # 8,408,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,CONTRACTUAL SERVICES GENERAL,0,0,0,2021
0,0,Brooklyn Community Board # 14,314,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PROMPT PAYMENT INTEREST,0,0,0,2021
0,0,Brooklyn Community Board # 14,314,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,MAINT & REP GENERAL,0,0,0,2021
0,0,Queens Community Board # 8,408,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,REGULAR GROSS HOLDING CODE,0,0,0,2021
0,0,Brooklyn Community Board # 14,314,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PRINTING SUPPLIES,0,0,0,2021
0,0,Queens Community Board # 7,407,6666,DGS CODE-INFLATION ADJ.,0,OTHER THAN PERSONAL SERVICES,0,PROMPT PAYMENT INTEREST,0,0,0,2021
0,0,Queens Community Board # 7,407,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,BOOKS-OTHER,0,0,0,2021
0,500,Brooklyn Community Board # 13,313,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OFFICE EQUIPMENT,0,0,0,2021
0,1000,Queens Community Board # 7,407,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PROF SERV COMPUTER SERVICES,0,0,0,2021
0,0,Queens Community Board # 7,407,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OTHER EXPENSES - GENERAL,0,0,0,2021
0,0,Brooklyn Community Board # 12,312,2000,NYS Education Department Grant,0,OTHER THAN PERSONAL SERVICES,0,BOOKS-OTHER,0,0,0,2021
0,0,Queens Community Board # 7,407,P001,FINANCIAL PLAN SAVINGS,0,PERSONAL SERVICES,0,SALARY ADJUSTMENTS,0,0,0,2021
0,0,Brooklyn Community Board # 12,312,2000,NYS Education Department Grant,0,OTHER THAN PERSONAL SERVICES,0,OFFICE FURITURE,0,0,0,2021
0,0,Queens Community Board # 6,406,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,RENTALS - LAND BLDGS & STRUCTS,0,0,0,2021
0,0,Brooklyn Community Board # 12,312,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OTHER EXPENSES - GENERAL,0,0,0,2021
0,0,Brooklyn Community Board # 12,312,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,TELECOMMUNICATIONS EQUIPMENT,0,0,0,2021
0,0,Brooklyn Community Board # 12,312,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,MAINTENANCE SUPPLIES,0,0,0,2021
0,0,Brooklyn Community Board # 12,312,6666,DGS CODE-INFLATION ADJ.,0,PERSONAL SERVICES,0,BONUS PAYMENTS,0,0,0,2021
0,0,Brooklyn Community Board # 12,312,1000,CONVERSION NAME,30450.07,PERSONAL SERVICES,0,UNSALARIED,0,0,0,2021
0,0,Brooklyn Community Board # 1,301,1000,OPERATIONS,0,PERSONAL SERVICES,0,PAYROLL REFUND,0,0,0,2021
0,0,Brooklyn Community Board # 10,310,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,PROF SERV COMPUTER SERVICES,0,0,0,2021
0,1350,Brooklyn Community Board # 10,310,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,NON OVERNIGHT TRVL EXP-GENERAL,0,0,0,2021
0,0,Queens Community Board # 14,414,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,OFFICE FURITURE,0,0,0,2021
0,0,Brooklyn Community Board # 9,309,4000,RENT,0,RENT AND ENERGY,0,PROMPT PAYMENT INTEREST,0,0,0,2021
0,0,Brooklyn Community Board # 9,309,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,DATA PROCESSING SUPPLIES,0,0,0,2021
0,0,Brooklyn Community Board # 9,309,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,FOOD & FORAGE SUPPLIES,0,0,0,2021
0,0,Manhattan Community Board # 8,108,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,DATA PROCESSING SUPPLIES,0,0,0,2021
0,0,Queens Community Board # 14,414,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,BONUS PAYMENTS,0,0,0,2021
0,0,Brooklyn Community Board # 9,309,1000,OPERATIONS,0,OTHER THAN PERSONAL SERVICES,0,PROMPT PAYMENT INTEREST,0,0,0,2021
0,0,Manhattan Community Board # 8,108,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,BACKPAY - PRIOR YEARS,0,0,0,2021
0,0,Queens Community Board # 14,414,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,SALARY ADJUSTMENTS,0,0,0,2021
0,0,Brooklyn Community Board # 9,309,1000,OPERATIONS,0,PERSONAL SERVICES,0,PAYROLL REFUND,0,0,0,2021
0,0,Manhattan Community Board # 7,107,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,SUPPLIES + MATERIALS - GENERAL,0,0,0,2021
0,0,Queens Community Board # 13,413,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,TELECOMMUNICATIONS EQUIPMENT,0,0,0,2021
0,0,Brooklyn Community Board # 9,309,1000,OPERATIONS,0,PERSONAL SERVICES,0,BONUS PAYMENTS,0,0,0,2021
0,1800,Queens Community Board # 13,413,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PRINTING SUPPLIES,0,0,0,2021
0,0,Manhattan Community Board # 7,107,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OFFICE EQUIPMENT,0,0,0,2021
0,600,Queens Community Board # 12,412,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,NON OVERNIGHT TRVL EXP-GENERAL,0,0,0,2021
0,0,Brooklyn Community Board # 8,308,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OFFICE SERVICES,0,0,0,2021
0,0,Manhattan Community Board # 7,107,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,POSTAGE,0,0,0,2021
0,0,Queens Community Board # 11,411,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,MAINT & REP GENERAL,0,0,0,2021
0,0,Brooklyn Community Board # 8,308,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,SALARY ADJUSTMENTS,0,0,0,2021
0,0,Manhattan Community Board # 6,106,2000,GRANT,0,OTHER THAN PERSONAL SERVICES,0,OFFICE EQUIPMENT MAINTENANCE,0,0,0,2021
0,0,Brooklyn Community Board # 7,307,6666,DGS CODE-INFLATION ADJ.,0,OTHER THAN PERSONAL SERVICES,0,PROMPT PAYMENT INTEREST,0,0,0,2021
0,0,Queens Community Board # 11,411,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,HEAT LIGHT & POWER,0,0,0,2021
0,0,Brooklyn Community Board # 7,307,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,NON OVERNIGHT TRVL EXP-GENERAL,0,0,0,2021
0,0,Manhattan Community Board # 6,106,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,FIXED CHARGES - GENERAL,0,0,0,2021
0,0,Queens Community Board # 11,411,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,SUPPLIES + MATERIALS - GENERAL,0,0,0,2021
0,0,Brooklyn Community Board # 7,307,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OFFICE SERVICES,0,0,0,2021
0,0,Manhattan Community Board # 5,105,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,RENTALS - LAND BLDGS & STRUCTS,0,0,0,2021
0,0,Queens Community Board # 10,410,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,FIXED CHARGES - GENERAL,0,0,0,2021
0,0,Brooklyn Community Board # 7,307,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,POSTAGE,0,0,0,2021
0,0,Manhattan Community Board # 4,104,4000,RENT,0,RENT,0,PROMPT PAYMENT INTEREST,0,0,0,2021
0,0,Queens Community Board # 10,410,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,RENTALS - LAND BLDGS & STRUCTS,0,0,0,2021
0,0,Brooklyn Community Board # 7,307,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,BACKPAY - PRIOR YEARS,0,0,0,2021
0,0,Manhattan Community Board # 4,104,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,SECURITY SERVICES,0,0,0,2021
0,0,Queens Community Board # 9,409,1000,CONVERSION NAME,77.73,PERSONAL SERVICES,0,PY LONGEVITY DIFFERENTIAL,0,0,0,2021
0,0,Brooklyn Community Board # 6,306,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,TELECOMMUNICATIONS EQUIPMENT,0,0,0,2021
0,0,Manhattan Community Board # 4,104,1000,CONVERSION NAME,77.73,PERSONAL SERVICES,0,PY LONGEVITY DIFFERENTIAL,0,0,0,2021
0,0,Queens Community Board # 9,409,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,UNSALARIED,0,0,0,2021
0,0,Brooklyn Community Board # 5,305,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,OTHER EXPENSES - GENERAL,0,0,0,2021
0,0,Manhattan Community Board # 4,104,1000,CONVERSION NAME,430,PERSONAL SERVICES,0,SUPPER MONEY,0,0,0,2021
0,0,Queens Community Board # 8,408,4000,RENT,0,RENT,0,CONTRACTUAL SERVICES-GENERAL,0,0,0,2021
0,0,Brooklyn Community Board # 5,305,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,MAINT & OPER OF INFRASTRUCTURE,0,0,0,2021
0,0,Manhattan Community Board # 4,104,1000,CONVERSION NAME,1420.9,PERSONAL SERVICES,0,LONGEVITY DIFFERENTIAL,0,0,0,2021
0,0,Queens Community Board # 8,408,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,OFFICE FURITURE,0,0,0,2021
0,0,Brooklyn Community Board # 4,304,6666,DGS CODE-INFLATION ADJ.,0,OTHER THAN PERSONAL SERVICES,0,PROMPT PAYMENT INTEREST,0,0,0,2021
0,0,Queens Community Board # 8,408,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,TRAINING CITY EMPLOYEES,0,0,0,2021
0,0,Queens Community Board # 8,408,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,LIBRARY BOOKS,0,0,0,2021
0,0,Brooklyn Community Board # 3,303,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PROMPT PAYMENT INTEREST,0,0,0,2021
0,0,Manhattan Community Board # 2,102,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,DATA PROCESSING SERVICES,0,0,0,2021
0,0,Queens Community Board # 7,407,P001,FINANCIAL PLAN SAVINGS,0,PERSONAL SERVICES,0,FULL YEAR POSITIONS,0,0,0,2021
0,95,Brooklyn Community Board # 3,303,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,CLEANING SUPPLIES,0,0,0,2021
0,0,Manhattan Community Board # 2,102,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,RENTALS - LAND BLDGS & STRUCTS,0,0,0,2021
0,0,Queens Community Board # 7,407,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,SALARY ADJUSTMENTS,0,0,0,2021
0,0,Brooklyn Community Board # 3,303,6666,DGS CODE-INFLATION ADJ.,0,PERSONAL SERVICES,0,PAYROLL REFUND,0,0,0,2021
0,0,Manhattan Community Board # 2,102,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PRINTING SUPPLIES,0,0,0,2021
0,0,Queens Community Board # 6,406,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OTPS HOLDING CODE,0,0,0,2021
0,0,Queens Community Board # 6,406,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,TERMINAL LEAVE,0,0,0,2021
0,0,Manhattan Community Board # 1,101,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,POSTAGE,0,0,0,2021
0,0,Queens Community Board # 5,405,P003,FINANCIAL PLAN SAVINGS,0,RENT AND ENERGY,0,OTHER EXPENSES - GENERAL,0,0,0,2021
0,0,Brooklyn Community Board # 1,301,P002,FINANCIAL PLAN SAVINGS,0,OTHER THAN PERSONAL SERVICES,0,OTHER EXPENSES - GENERAL,0,0,0,2021
0,0,Manhattan Community Board # 1,101,6666,DGS CODE-INFLATION ADJ.,0,PERSONAL SERVICES,0,BONUS PAYMENTS,0,0,0,2021
0,0,Queens Community Board # 5,405,1000,CONVERSION NAME,77.73,PERSONAL SERVICES,0,PY LONGEVITY DIFFERENTIAL,0,0,0,2021
0,0,Manhattan Community Board # 1,101,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,PAYROLL REFUND,0,0,0,2021
0,0,Queens Community Board # 4,404,P003,FINANCIAL PLAN SAVINGS,0,RENT AND ENERGY,0,OTHER EXPENSES - GENERAL,0,0,0,2021
0,0,Brooklyn Community Board # 1,301,1000,OPERATIONS,0,OTHER THAN PERSONAL SERVICES,0,MAINTENANCE SUPPLIES,0,0,0,2021
0,0,Queens Community Board # 13,413,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,BOOKS-OTHER,0,0,0,2021
0,0,Queens Community Board # 13,413,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PURCH DATA PROCESSING EQUIPT,0,0,0,2021
0,0,Queens Community Board # 12,412,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,HEAT LIGHT & POWER,0,0,0,2021
0,0,Queens Community Board # 11,411,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OFFICE FURITURE,0,0,0,2021
0,0,Queens Community Board # 11,411,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,BACKPAY - PRIOR YEARS,0,0,0,2021
0,0,Queens Community Board # 11,411,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,SHIFT DIFFERENTIAL,0,0,0,2021
0,0,Queens Community Board # 10,410,4000,RENT,0,RENT,0,CONTRACTUAL SERVICES-GENERAL,0,0,0,2021
0,2400,Queens Community Board # 10,410,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PROF SERV COMPUTER SERVICES,0,0,0,2021
0,0,Queens Community Board # 10,410,1000,CONVERSION NAME,79.75,PERSONAL SERVICES,0,PY LONGEVITY DIFFERENTIAL,0,0,0,2021
0,0,Queens Community Board # 9,409,P001,FINANCIAL PLAN SAVINGS,0,PERSONAL SERVICES,0,FULL YEAR POSITIONS,0,0,0,2021
0,0,Queens Community Board # 8,408,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,TRAINING PRGM CITY EMPLOYEES,0,0,0,2021
0,0,Queens Community Board # 8,408,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,INSTRUCTIONL SUPPLIES-BOE ONLY,0,0,0,2021
0,4587,Queens Community Board # 8,408,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,AMOUNT TO BE SCHEDULED-PS,0,0,0,2021
0,0,Queens Community Board # 7,407,P003,FINANCIAL PLAN SAVINGS,0,RENT,0,OTHER EXPENSES - GENERAL,0,0,0,2021
0,0,Queens Community Board # 7,407,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,MAINTENANCE SUPPLIES,0,0,0,2021
0,0,Queens Community Board # 6,406,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,PURCH DATA PROCESSING EQUIPT,0,0,0,2021
